user_id,eobt,eldt,departure_airport,arrival_airport,route,remarks,callsign,aircraft,registration,departure_stand,arrival_stand,departure_rwy,arrival_rwy
,2020-10-10 16:05,2020-10-10 17:11,EDDF,EDDT,TOBAK N858 SWALM T201 TAMEB T278 RUDAK,,DLH5CL,A321,DAISB,,,,
,2020-10-10 16:15,2020-10-10 17:13,EDDF,EDDT,TOBAK N858 SWALM T201 TAMEB T278 RUDAK,,DLH6RP,A320,DAIZG,,,,
,2020-10-10 16:15,2020-10-10 17:16,EDDF,EHAM,MARUN Y152 ARPEG Z850 HMM L602 RKN,,KLM1770,E75L,PHEXH,,,,
,2020-10-10 16:15,2020-10-10 17:46,EDDF,LIRF,ANEKI Y163 NATOR N850 TRA UP131 RESIA T415 LISKO M730 ANC L865 RITEB,,AZA3ZU,A320,EIDTF,,,,
,2020-10-10 16:25,2020-10-10 17:01,EDDF,LSZH,ANEKI Y163 NEKLO Y171 INKAM T725 LAMGO T721 RILAX,,DLH9VX,A320,DAIQW,,,,
,2020-10-10 16:10,2020-10-10 02:08,EDDF,RKSI,TOBAK N858 ERSIL Y172 MAG Z20 ESIKA DCT GILAS M994 DENKO N858 VTB N869 BD P865 GINOM A308 BULAG A575 UDA Y345 POLHO W33 UKDUM DCT UNSEK A326 DONVO G597 AGAVO Y644 REBIT,,DLH712,B744,DABVR,,,,
,2020-10-10 16:20,2020-10-10 02:34,EDDF,ZSNJ,TOBAK N858 DENKO M994 GOMED R801 RUSNE L97 LATLA A831 LUKIR P983 INRIM A952 OSBAK A952 BEKAM R496 LERTA G814 SADER T580 ADMUR G117 XV R229 BA R104 ABK R104 GINOM A308 HATGA A308 BULAG A308 LIMAR V674 NIXAL B208 TYN B208 HFE,,DLH780,A343,DAIFD,,,,
,2020-10-10 16:30,2020-10-10 02:31,EDDF,RKSI,TOBAK N858 ERSIL Y172 MAG Z20 ESIKA DCT GILAS M994 DENKO N858 VTB N869 BD P865 GINOM A308 BULAG A575 UDA Y345 POLHO W33 UKDUM DCT UNSEK A326 DONVO G597 AGAVO Y644 REBIT,,AAR542,A388,HL7626,,,,
,2020-10-10 16:00,2020-10-10 18:08,EDDF,EGLL,SOBRA Y180 BITBU Y181 DEMUL M624 BUB L608 COA L179 SASKI L608 LOGAN,,DLH6HT,A20N,DAINC,,,,
,2020-10-10 16:30,2020-10-10 17:25,EDDF,EDDM,CINDY Z74 HAREM T104 ANORA,,DLH8LL,A321,DAISR,,,,
,2020-10-10 16:05,2020-10-10 18:04,EDDF,EGLC,SOBRA Y180 BITBU Y181 DEMUL M624 BUB L608 SUMUM,,CFE7GY,E170,GLCYH,,,,
,2020-10-10 16:15,2020-10-10 17:33,EDDF,EDDM,CINDY Z74 HAREM T104 ANORA,,NJE289W,C56X,CSDXX,,,,
,2020-10-10 16:10,2020-10-10 03:14,EDDF,RJTT,TOBAK N858 ERSIL Y172 MAG DCT ALUKA L29 TADAK M994 GOMED R801 RUSNE L97 LATLA A831 LUKIR B157 KERIS N742 ABEDO A491 UHT N742 LAGNI G719 TARSA B108 LANAP W24 BIMTA A929 GU N992 SORUS L731 LUTEL L168 IGROD Y304 YTE Y32 RUBIS Y10 GODIN,,DLH716,B748,DABYG,,,,
,2020-10-10 16:00,2020-10-10 17:45,EDDF,EDDH,MARUN Y150 TOLGI DCT DLE P605 NOLGO,,DLH4NF,A321,DAIRN,,,,
,2020-10-10 16:25,2020-10-10 18:11,EDDF,EGSS,SOBRA Y180 BITBU Y181 DEMUL M624 BUB L608 SUMUM Y6 IDESI,,RYR9WZ,B738,EIDYO,,,,
,2020-10-10 16:15,2020-10-10 18:12,EDDF,EGLC,SOBRA Y180 BITBU Y181 DEMUL M624 BUB L608 SUMUM,,DLH936,E190,DAECA,,,,
,2020-10-10 16:45,2020-10-10 18:10,EDDF,LDZA,CINDY Z74 LAMPU DCT NOMBO Y161 MAH L173 OTT M867 VAROB DCT BERTA DCT LULUD,,CTN19H,A320,9ACTK,,,,
,2020-10-10 16:40,2020-10-10 20:09,EDDF,GMMN,ANEKI Y163 HERBI Y164 OLBEN UN869 NEMOS NINTU UN869 MGA UM985 PIMOS UN869 GALTO UB11 BISMI,,RAM811D,B738,CNRNP,,,,
,2020-10-10 16:40,2020-10-10 20:04,EDDF,LTAI,CINDY Z74 LAMPU DCT NOMBO Y161 MAH L173 OTT M867 VAROB DCT NIPEL DCT ABISO DCT NEMEK DCT ETOBI DCT OSLUD DCT MEDUX UM867 KOGAT DCT DISOR UL608 FSK UN128 IMR UN135 NESIL,,SXS9SW,B738,TCSOA,,,,
,2020-10-10 17:11,2020-10-10 18:45,EDDF,EGLL,SOBRA Y180 BITBU Y181 DEMUL M624 BUB L608 COA L179 SASKI L608 LOGAN,,BAW911U,A320,GEUYH,,,,
,2020-10-10 16:45,2020-10-10 19:21,EDDF,EVRA,TOBAK N858 ERSIL Y172 MAG DCT BODLA L733 RANOK R239 OTVOV L733 ASKOR,,BTI7KJ,B735,YLBBD,,,,
,2020-10-10 16:50,2020-10-10 20:16,EDDF,UUEE,TOBAK N858 ERSIL Y172 MAG DCT GILAS M994 DENKO N858 OGUTA N740 FK,,AFL2657,B738,VQBWA,,,,
,2020-10-10 17:05,2020-10-10 18:20,EDDF,EDDT,TOBAK N858 SWALM T201 TAMEB T278 RUDAK,,DLH1AF,A21N,DAIEC,,,,
,2020-10-10 17:15,2020-10-10 19:29,EDDF,UMMS,SULUS UL984 OKG L984 DONAD DCT ARTUP DCT LAGAR DCT MISKA N871 POLON DCT RUDKA T174 HOFTI T397 KIZIR,,DLH1488,E190,DAECB,,,,
,2020-10-10 17:20,2020-10-10 18:26,EDDF,EHAM,MARUN Y152 ARPEG Z850 HMM L602 RKN,,KLM1774,E75L,PHEXS,,,,
,2020-10-10 17:25,2020-10-10 18:12,EDDF,EBBR,SOBRA Y180 BITBU Y181 GOPAS N852 LNO,,DLH9ET,A320,DAIUK,,,,
,2020-10-10 17:10,2020-10-10 19:19,EDDF,LBSF,CINDY Z74 LAMPU DCT NOMBO Y161 MAH L173 EBEDA UL603 LATLO DCT OBEDI DCT MOSAV DCT SOSEK DCT NISVA,,DLH1MH,A20N,DAINE,,,,
,2020-10-10 17:15,2020-10-10 17:57,EDDF,EDDS,ANEKI Y163 NEKLO Y171 INKAM N850 KRH T128 BADSO,,DLH5YE,CRJ9,DACKK,,,,
,2020-10-10 17:15,2020-10-10 19:51,EDDF,LEMD,SOBRA Y180 DIK UN857 NOLSA UN10 GARVU UN857 BANEV,,ANE17MA,CRJX,ECMNR,,,,
,2020-10-10 17:10,2020-10-10 21:48,EDDF,HEMA,CINDY Z74 HAREM T104 WLD M867 VAROB PENEP RASTU MOXAD PETAK TRN PINDO UL607 KEA UN132 KUMBI L612 BLT A16 CVO L315 HGD V730 SIBRI,,HES7830,A321,TCOBY,,,,
,2020-10-10 17:00,2020-10-10 18:27,EDDF,EDDH,MARUN Y150 TOLGI DCT DLE P605 NOLGO,,DLH9PL,A321,DAISD,,,,
,2020-10-10 17:10,2020-10-10 20:08,EDDF,LEMD,SOBRA Y180 DIK UN857 NOLSA UN10 GARVU UN857 BANEV,,AEA71QC,B738,ECLTM,,,,
,2020-10-10 17:00,2020-10-10 21:41,EDDF,HEGN,ANEKI Y163 PABLA UZ721 UTABA UL607 XEBIX L607 ELMEM N606 NAXAV ANC L612 NOSTO UL612 TRL UL604 SALUN Q680 DBA LUGAT,,HES6830,A321,LZHEA,,,,
,2020-10-10 17:10,2020-10-10 20:29,EDDF,UUDD,TOBAK N858 ERSIL Y172 MAG DCT GILAS M994 DENKO N858 OGUTA N740 FK,,DLH1452,A320,DAIUH,,,,
,2020-10-10 17:25,2020-10-10 20:16,EDDF,LEMD,SOBRA Y180 DIK UN857 NOLSA UN10 GARVU UN857 BANEV,,LAN705,B789,CCBGN,,,,
,2020-10-10 17:20,2020-10-10 18:44,EDDF,EDDT,TOBAK N858 SWALM T201 TAMEB T278 RUDAK,,EJU46MC,A319,OELKL,,,,
,2020-10-10 17:25,2020-10-10 20:03,EDDF,EFHK,MARUN Y150 TOLGI DCT GARLU DCT DETNI P12 ETRUS M864 KOLJA N746 ALAMI DCT EVADI Y370 DIVAM,,FIN6EA,A321,OHLZF,,,,
,2020-10-10 17:35,2020-10-10 05:22,EDDF,MMMX,MARUN Y152 ARPEG Z850 ABILU RKN SPY RAVLO Y70 OTBED L60 PENIL M144 BAGSO DOGAL NATA NEEKO N480A TAFFY COVAN J563 LAMED FQM BKW VXV J22 MCB ANKRR M575 CATFS ANILO MEX,,UAE9933,B77L,A6EFG,,,,
,2020-10-10 17:40,2020-10-10 23:11,EDDF,OERK,SULUS UZ650 VEMUT DCT PEPIK DCT BALAP DCT NARKA Z650 REBLA M977 ADINA L851 KUGOS UM860 RENGI UT253 OTKEP/F330 UM688 SIDAD N302 ALVIX B417 KUA G667 ESRAT,,SVA930,B744,TCACM,,,,
,2020-10-10 17:40,2020-10-10 18:51,EDDF,LIMC,ANEKI Y163 NATOR N850 DEGAD Z424 AKASU/F190 Z424 RIXUV,,AZA419,E75S,EIRDF,,,,
,2020-10-10 17:25,2020-10-10 19:55,EDDF,LROP,CINDY Z74 LAMPU DCT NOMBO Y161 RIDAR UZ98 MIQ UL605 ESEGA DCT SASAL DCT INVED DCT LAMIT P981 TOSVI,,ROT306T,B737,YRBGI,,,,
,2020-10-10 17:30,2020-10-10 20:21,EDDF,ULLI,MARUN Y150 TOLGI DCT DLE DCT BUMIL DCT DETNI P12 ETRUS M864 KOLJA M611 EVONA P862 NETNA DCT MONUS T653 OBANA,,DLH1438,A321,DAIDV,,,,
,2020-10-10 17:40,2020-10-10 04:36,EDDF,RJAA,TOBAK N858 ERSIL Y172 MAG DCT ALUKA L29 TADAK M994 GOMED R801 RUSNE L97 LATLA A831 LUKIR B157 KERIS N742 ABEDO A491 UHT N742 LAGNI G719 TARSA B108 LANAP W24 BIMTA A929 GU N992 SORUS L731 LUTEL L168 IGROD Y304 GUGBI Y30 SWAMP,,JAL408,B789,JA867J,,,,
,2020-10-10 17:50,2020-10-10 19:04,EDDF,LOWW,CINDY Z74 LAMPU Z54 NOMBO Y161 RIDAR UZ98 MIQ UL605 BIBAG Q104 AKIMA DCT MASUR,,AUA126,A321,OELBC,,,,
,2020-10-10 17:50,2020-10-10 19:50,EDDF,EGPE,OBOKA Z28 DIBIR T601 NAVPI DOLAS N110 LAMMA N610 FINDO L613 VADNO INS,,AXY2714,E35L,9HJPC,,,,
,2020-10-10 17:50,2020-10-10 19:00,EDDF,LFPG,SOBRA Y180 DIK UN857 RAPOR UZ157 VEDUS,,AFR84XT,E190,FHBLB,,,,
,2020-10-10 17:45,2020-10-10 19:03,EDDF,EDDT,TOBAK N858 SWALM T201 TAMEB T278 RUDAK,,DLH9JK,A321,DAIRH,,,,
,2020-10-10 17:40,2020-10-10 18:48,EDDF,EDDM,CINDY Z74 HAREM T104 ANORA,,DLH8YW,A20N,DAINJ,,,,
,2020-10-10 17:40,2020-10-10 03:34,EDDF,RKSI,TOBAK N858 ERSIL Y172 MAG Z20 ESIKA DCT GILAS M994 DENKO N858 VTB N869 BD P865 GINOM A308 BULAG A575 UDA Y345 POLHO W33 UKDUM DCT UNSEK A326 DONVO G597 AGAVO Y644 REBIT,,KAL906,B748,HL7643,,,,
,2020-10-10 18:00,2020-10-10 19:48,EDDF,EGLL,SOBRA Y180 BITBU Y181 DEMUL M624 BUB L608 COA L179 SASKI L608 LOGAN,,DLH4WN,A20N,DAINP,,,,
,2020-10-10 17:28,2020-10-10 19:13,EDDF,LIME,ANEKI Y163 NATOR N850 ODINA,,RYR81LN,B738,EIFZJ,,,,
,2020-10-10 17:50,2020-10-10 19:40,EDDF,EPWA,SULUS UL984 OKG L984 DONAD DCT ARTUP DCT LAGAR N871 OKENO Q277 AGAVA,,LOT3FD,E195,SPLNC,,,,
,2020-10-10 18:00,2020-10-10 19:14,EDDF,EDDH,MARUN Y150 TOLGI DCT DLE P605 NOLGO,,DLH3WM,A321,DAIDI,,,,
,2020-10-10 17:40,2020-10-10 21:12,EDDF,LPFR,SOBRA Y180 DIK UN857 SVL UN747 NAPES Y136 NIRAK,,RYR1VV,B738,EIDYY,,,,
,2020-10-10 17:55,2020-10-10 23:31,EDDF,UACC,TOBAK N858 ERSIL DESAR N858 OGUTA FK FK3T SF A930 RUSAK MB UW R493 INDAL W41 BUGOT MGR B935 TITUR G111 DIDAL,,KZR922,B752,P4MAS,,,,
,2020-10-10 18:00,2020-10-10 03:00,EDDF,HKMO,CINDY Z74 LAMPU NOMBO Y161 MAH L173 OTT M867 VAROB NEMEK VRANA PETAK DIMIS UL604 SALUN L604 ALTAT L604 NODLA P557 NUBAR UP309 AVONO UA727 NAK UQ135 NEREV,,CFG282,B763,DABUC,,,,
,2020-10-10 18:10,2020-10-10 19:31,EDDF,EGLC,SOBRA Y180 BITBU Y181 DEMUL M624 BUB L608 SUMUM,,CFE48J,E190,GLCYS,,,,
,2020-10-10 17:50,2020-10-10 19:26,EDDF,LKPR,SULUS Z650 TONSU Z35 LOMKI,,CSA537,AT75,OKNFV,,,,
,2020-10-10 18:05,2020-10-10 02:23,EDDF,KJFK,MARUN Y152 ARPEG Z850 ABILU RKN SPY RAVLO Y70 OTBED L60 PENIL M144 BAGSO DOGAL NATA NEEKO ALLEX PLYMM PARCH3,,GEC8160,MD11,DALCM,,,,
,2020-10-10 18:00,2020-10-10 21:16,EDDF,LPPT,SOBRA Y180 DIK UN857 GIMER UT300 PON UN872 ATLEN DCT ABUPI DCT XAMAX,,DLH57F,A320,DAIUL,,,,
,2020-10-10 18:00,2020-10-10 04:20,EDDF,ZSPD,TOBAK N858 ERSIL Y172 MAG DCT BODLA L733 RANOK R239 OTVOV L733 ASKOR M155 RIA L73 LATLA A831 LUKIR P983 INRIM A952 SUNAD G814 SADER T580 ADMUR G117 XV R229 BA R104 ABK A308 TR P982 DARNO Y746 DALAM B208 NIXAL G343 ASURI W32 HET W559 TODAM B208 HFE R343 SASAN,,CCA936,A359,B1081,,,,
,2020-10-10 18:10,2020-10-10 03:49,EDDF,FYWH,ANEKI Y163 NATOR N850 TRA UP131 RESIA DCT ABDAB UN157 MON UA411 JBA UG727 FARES UM731 DEKIL UG727 TJR UG624 VISNA UM998 AMLOD UV30 KSA UT943 VEDRY,,NMB286,A332,V5ANP,,,,
,2020-10-10 18:12,2020-10-10 20:14,EDDF,ESSA,MARUN Y150 TOLGI DCT OKAGA Z330 VIBAR Z227 NILUG,,SAS674,A20N,SEROE,,,,
,2020-10-10 18:15,2020-10-10 03:07,EDDF,ZBAA,TOBAK N858 ERSIL Y172 MAG DCT BODLA L733 RANOK R239 OTVOV DCT ROLAV L72 LATLA A831 LUKIR P983 INRIM A952 SUNAD G814 SADER T580 LITUN G713 POGUT R372 UTEKI A908 PIMIT A822 SERNA Y520 MODUN A310 POLHO W33 NUVPU W52 URGOM W54 VAGNU W49 OSUBA,,CCA932,B77W,B1430,,,,
,2020-10-10 18:15,2020-10-10 22:07,EDDF,LLBG,CINDY Z74 LAMPU DCT NOMBO Y161 MAH L173 OTT M867 VAROB DCT NEMEK DCT MEDUX UM867 KOGAT DCT ERANA UL737 TSL UN130 MES UL609 ALKIS L609 ZUKKO,,ELY356,B738,4XEKF,,,,
,2020-10-10 18:15,2020-10-10 19:11,EDDF,EDDM,CINDY Z74 HAREM T104 ANORA,,DLH3PV,A321,DAIDK,,,,
,2020-10-10 18:20,2020-10-10 05:32,EDDF,FACT,ANEKI Y163 NATOR N850 ODINA PIDAD TALEP UN850 ABRON UT250 ERPIN UT450 BUKID UM2 CSO UA605 DJA UB730 DIR UA607 FL UA403 BT KSA UT943 VEDRY UN185 KEBAT R987 ERDAS,,CFG290,B763,DABUE,,,,
,2020-10-10 18:30,2020-10-10 19:36,EDDF,EDDT,TOBAK N858 SWALM T201 TAMEB T278 RUDAK,,EJU25DA,A319,OELKA,,,,
,2020-10-10 18:10,2020-10-10 21:39,EDDF,LPPT,SOBRA Y180 DIK UN857 GIMER UT300 PON UN872 ATLEN DCT ABUPI DCT XAMAX,,TAP579G,A20N,CSTVD,,,,
,2020-10-10 18:29,2020-10-10 20:03,EDDF,EGLL,SOBRA Y180 BITBU Y181 DEMUL M624 BUB L608 COA L179 SASKI L608 LOGAN,,BAW913U,A319,GEUPL,,,,
,2020-10-10 18:30,2020-10-10 19:44,EDDF,EPWR,SULUS UL984 OKG L984 EROKA DCT ARTUP T871 DINOV,,DLH9CX,CRJ9,DACNA,,,,
,2020-10-10 18:35,2020-10-10 19:38,EDDF,LFPG,SOBRA Y180 DIK UN857 RAPOR UZ157 VEDUS,,DLH17N,A319,DAILI,,,,
,2020-10-10 18:20,2020-10-10 21:48,EDDF,LTAU,CINDY Z74 LAMPU NOMBO Y161 RIDAR UZ98 MIQ BULEN L605 RIXEN UL605 BAG UL614 MARTI UW76 ERMOD SARIZ,,SXD32N,A320,YLLCT,,,,
,2020-10-10 18:40,2020-10-10 03:03,EDDF,VOBL,SULUS UZ650 VEMUT PEPIK BALAP NARKA Z650 REBLA L620 DINRO N743 UDROS UM859 KARDE UN644 ROLIN N644 LAGAS N61 TBS M737 VERCA M747 SUBUT T923 ERLEV M11 RODAR A909 TUNEK B143 KRS A240 INRAK B449 RANAH L750 KADVI T529 PAROD N636 NH N893 VASLA G210 BBB Q13 BEKUT Q9 RIKBU,,GEC8456,MD11,DALCD,,,,
,2020-10-10 18:30,2020-10-10 19:55,EDDF,EKCH,MARUN Y150 TOLGI DCT ELKIM DCT MAKEL N851 GESKA Z711 MONAK,,SAS1636,A321,OYKBL,,,,
,2020-10-10 18:30,2020-10-10 20:01,EDDF,LFML,ANEKI Y163 HERBI Y164 OLBEN UN869 NEMOS GVA BALSI,,DLH48X,A319,DAILD,,,,
,2020-10-10 18:30,2020-10-10 19:56,EDDF,LJLJ,CINDY Z74 LAMPU NOMBO Y161 MAH L173 EBEDA L603 LATLO OBEDI BERTA,,ADR125,B462,DAMGL,,,,
,2020-10-10 18:35,2020-10-10 19:40,EDDF,EDDT,TOBAK N858 SWALM T201 TAMEB T278 RUDAK,,DLH044,A320,DAIQF,,,,
,2020-10-10 18:35,2020-10-10 04:19,EDDF,KMEM,MARUN Y152 ARPEG Z850 ABILU RKN SPY RAVLO Y70 OTBED L60 PENIL M144 BAGSO DOGAL NATA NEEKO YRI YJN JHW YNG PXV RRUSH HYTHR2,,FDX3,B77L,N887FD,,,,
,2020-10-10 18:35,2020-10-10 20:40,EDDF,LEPA,ANEKI Y163 HERBI Y164 OLBEN UN869 NEMOS DCT GVA DCT BALSI DCT VATIR UN852 VERSO UL129 LUNIK,,DLH02P,A320,DAIUM,,,,
,2020-10-10 18:45,2020-10-10 19:40,EDDF,LOWL,SULUS Z650 TIPAM T703 DEXIT,,DLH95U,E190,DAECE,,,,
,2020-10-10 18:20,2020-10-10 03:28,EDDF,ZBAA,TOBAK N858 ERSIL Y172 MAG DCT BODLA L733 RANOK R239 OTVOV DCT ROLAV L72 LATLA A831 LUKIR P983 INRIM A952 SUNAD G814 SADER T580 LITUN G713 POGUT R372 UTEKI A908 PIMIT A822 SERNA Y520 MODUN A310 POLHO W33 NUVPU W52 URGOM W54 VAGNU W49 OSUBA,,CAO1032,B77L,B2097,,,,
,2020-10-10 18:50,2020-10-10 21:18,EDDF,LTFM,CINDY Z74 LAMPU DCT NOMBO Y161 RIDAR UZ98 MIQ UL605 ESEGA DCT VELOM DCT GOTAR DCT BABIT DCT KOTUS DCT ETIDA T390 RILEX,,THY3GE,A333,TCLOG,,,,
,2020-10-10 18:50,2020-10-10 19:52,EDDF,LIMC,ANEKI Y163 NATOR N850 DEGAD Z424 AKASU/F190 Z424 RIXUV,,DLH7CP,A20N,DAINH,,,,
,2020-10-10 18:30,2020-10-10 04:24,EDDF,RKSI,TOBAK N858 ERSIL Y172 MAG Z20 ESIKA DCT GILAS M994 DENKO N858 VTB N869 BD P865 GINOM A308 BULAG A575 UDA Y345 POLHO W33 UKDUM DCT UNSEK A326 DONVO G597 AGAVO Y644 REBIT,,KAL538,B748,HL7617,,,,
,2020-10-10 18:45,2020-10-10 05:02,EDDF,FAOR,ANEKI Y163 NATOR N850 ODINA M727 EKPAL Q705 BEROK L153 MAREL L12 RONAB M740 PAN N163 ABRAM UN163 GRT A403 SEB G655 GARIN UG655 ILDOR UM214 ETMIT Z35 ITROL Q44 AVAGO,,SAA261,A346,ZSSNF,,,,
,2020-10-10 18:30,2020-10-10 19:51,EDDF,EDDH,MARUN Y150 TOLGI DCT DLE P605 NOLGO,,DLH2VH,A321,DAISU,,,,
,2020-10-10 18:35,2020-10-10 20:58,EDDF,LROP,CINDY Z74 LAMPU DCT NOMBO Y161 RIDAR UZ98 MIQ UL605 ESEGA DCT SASAL DCT INVED DCT LAMIT P981 TOSVI,,DLH1KJ,A320,DAIUD,,,,
,2020-10-10 18:35,2020-10-10 21:17,EDDF,LGAV,CINDY Z74 LAMPU DCT NOMBO Y161 MAH L173 OTT M867 VAROB DCT PETAK DCT PINDO UL607 XORKI,,DLH5MR,A321,DAIRU,,,,
,2020-10-10 18:55,2020-10-10 20:51,EDDF,EYVI,TOBAK N858 ERSIL Y172 MAG DCT GERGA DCT GILAS DCT DEKUT N858 BARGU DCT BOKSU N858 IRKAL,,DLH888,A20N,DAINB,,,,
,2020-10-10 18:55,2020-10-10 20:12,EDDF,EPPO,TOBAK N858 ERSIL Y172 MAG DCT SONUD Z20 SUBIX L980 KELOD,,DLH2PM,CRJ9,DACNH,,,,
,2020-10-10 18:45,2020-10-10 21:15,EDDF,LMML,ANEKI Y163 NATOR N850 ODINA DCT KALIK DCT MARON L12 GZO,,DLH3UY,A320,DAIUF,,,,
,2020-10-10 18:45,2020-10-10 20:12,EDDF,LDZA,CINDY Z74 LAMPU DCT NOMBO Y161 MAH L173 OTT M867 VAROB DCT BERTA DCT LULUD,,CTN415,A319,9ACTL,,,,
,2020-10-10 18:45,2020-10-10 05:49,EDDF,RJTT,TOBAK N858 ERSIL Y172 MAG DCT ALUKA L29 TADAK M994 GOMED R801 RUSNE L97 LATLA A831 LUKIR B157 KERIS N742 ABEDO A491 UHT N742 LAGNI G719 TARSA B108 LANAP W24 BIMTA A929 GU N992 SORUS L731 LUTEL L168 IGROD Y304 YTE Y32 RUBIS Y10 GODIN,,ANA224,B77W,JA790A,,,,
,2020-10-10 18:35,2020-10-10 20:35,EDDF,LYBE,CINDY Z74 LAMPU DCT NOMBO Y161 RIDAR UZ98 MIQ UL605 ESEGA DCT VELOM DCT GOTAR DCT BABIT DCT RIGMU,,ASL54W,A320,YUAPG,,,,
,2020-10-10 18:40,2020-10-10 20:29,EDDF,EPWA,SULUS UL984 OKG L984 DONAD DCT ARTUP DCT LAGAR N871 OKENO Q277 AGAVA,,DLH7TJ,A320,DAIZY,,,,
,2020-10-10 18:40,2020-10-10 04:58,EDDF,VTBS,SULUS UZ650 VEMUT DCT PEPIK DCT BALAP DCT NARKA Z650 REBLA L620 DINRO N743 UDROS UM859 KARDE UN644 ROLIN DCT AGISO DCT BARAD M747 SULEL N449 DUKAN B449 DOLOS B475 DAVET P173 TAPIS L509 HANGU J139 NONIB L509 SULOM M890 LAKET W36 CHG M890 LKN R460 BBN P646 JJS A791 CEA L507 IGONI,,THA923,A359,HSTHM,,,,
,2020-10-10 18:55,2020-10-10 20:55,EDDF,LATI,CINDY Z74 HAREM T104 WLD M867 VAROB PENEP RASTU MOXAD PETAK,,DLH1454,E190,DAECF,,,,
,2020-10-10 18:50,2020-10-10 20:00,EDDF,LSZH,ANEKI Y163 NEKLO Y171 INKAM T725 LAMGO T721 RILAX,,SWR150Y,A320,HBJLP,,,,
,2020-10-10 18:50,2020-10-10 21:17,EDDF,LEBB,SOBRA Y180 DIK UN857 GIMER UT300 PON UN872 TERPO UT176 DESAB UN867 NENEM Q42 XORNA G23 DOSUL,,DLH26A,A321,DAIRS,,,,
,2020-10-10 18:50,2020-10-10 21:16,EDDF,EIDW,OBOKA Z29 TORNU DCT BREDA DCT RAVLO Y70 OTBED L60 PENIL UL28 LELDO M145 BAGSO,,EIN65T,A320,EIDEI,,,,
,2020-10-10 18:50,2020-10-10 20:38,EDDF,LFLL,ANEKI Y163 HERBI Y164 OLBEN UN869 MILPA,,DLH52K,A320,DAIQU,,,,
,2020-10-10 18:50,2020-10-10 21:56,EDDF,LMML,ANEKI Y163 NATOR N850 ODINA DCT KALIK DCT MARON L12 GZO,,AMC329,A20N,9HNEC,,,,
